Prov,Provinsi,Tanggal,Max. Tanggal,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
Maluku,Maluku,3/3/2021,3/3/2021,7.452,0.341
Maluku Utara,Maluku Utara,3/3/2021,3/3/2021,4.839,0.338
Nusa Tenggara Barat,Nusa Tenggara Barat,3/3/2021,3/3/2021,19.104,0.916
Nusa Tenggara Timur,Nusa Tenggara Timur,3/3/2021,3/3/2021,25.453,0.605
Papua,Papua,3/3/2021,3/3/2021,7.681,0.586
Papua Barat,Papua Barat,3/3/2021,3/3/2021,5.669,0.099
Riau,Kepulauan Riau,3/3/2021,3/3/2021,12.631,0.377
Riau,Riau,3/3/2021,3/3/2021,24.753,0.633
Sulawesi Barat,Sulawesi Barat,3/3/2021,3/3/2021,5.274,0.1
Sulawesi Selatan,Sulawesi Selatan,3/3/2021,3/3/2021,37.379,1.558
Sulawesi Tengah,Sulawesi Tengah,3/3/2021,3/3/2021,16.096,0.307
Sulawesi Tenggara,Sulawesi Tenggara,3/3/2021,3/3/2021,13.278,0.717
Sulawesi Utara,Sulawesi Utara,3/3/2021,3/3/2021,16.087,0.445
Sumatera Barat,Sumatera Barat,3/3/2021,3/3/2021,19.731,1.127
Sumatera Selatan,Sumatera Selatan,3/3/2021,3/3/2021,32.533,0.985
Sumatera Utara,Sumatera Utara,3/3/2021,3/3/2021,49.969,3.017
Yogyakarta,Yogyakarta,3/3/2021,3/3/2021,30.991,0.12
Aceh,Aceh,3/4/2021,3/4/2021,32.419,1.68
Bali,Bali,3/4/2021,3/4/2021,34.213,0.287
Bangka Belitung,Bangka Belitung,3/4/2021,3/4/2021,9.049,0.077
Banten,Banten,3/4/2021,3/4/2021,35.235,0.204
Bengkulu,Bengkulu,3/4/2021,3/4/2021,9.689,0.357
Gorontalo,Gorontalo,3/4/2021,3/4/2021,5.382,0.213
Jakarta Raya,Jakarta Raya,3/4/2021,3/4/2021,95.219,1.497
Jambi,Jambi,3/4/2021,3/4/2021,16.511,0.688
Jawa Barat,Jawa Barat,3/4/2021,3/4/2021,141.495,2.564
Jawa Tengah,Jawa Tengah,3/4/2021,3/4/2021,141.17,0.991
Jawa Timur,Jawa Timur,3/4/2021,3/4/2021,170.435,0.907
Kalimantan Barat,Kalimantan Barat,3/4/2021,3/4/2021,21.37,0.409
Kalimantan Selatan,Kalimantan Selatan,3/4/2021,3/4/2021,18.544,0.82
Kalimantan Tengah,Kalimantan Tengah,3/4/2021,3/4/2021,16.434,0.606
Kalimantan Timur,Kalimantan Timur,3/4/2021,3/4/2021,23.932,0.193
Kalimantan Utara,Kalimantan Utara,3/4/2021,3/4/2021,5.151,0.115
Lampung,Lampung,3/4/2021,3/4/2021,27.937,0.838
Maluku,Maluku,3/4/2021,3/4/2021,7.72,0.268
Maluku Utara,Maluku Utara,3/4/2021,3/4/2021,5.178,0.339
Nusa Tenggara Barat,Nusa Tenggara Barat,3/4/2021,3/4/2021,19.85,0.746
Nusa Tenggara Timur,Nusa Tenggara Timur,3/4/2021,3/4/2021,26.079,0.626
Papua,Papua,3/4/2021,3/4/2021,8.316,0.635
Papua Barat,Papua Barat,3/4/2021,3/4/2021,5.956,0.287
Riau,Kepulauan Riau,3/4/2021,3/4/2021,12.78,0.149
Riau,Riau,3/4/2021,3/4/2021,25.386,0.633
Sulawesi Barat,Sulawesi Barat,3/4/2021,3/4/2021,5.389,0.115
Sulawesi Selatan,Sulawesi Selatan,3/4/2021,3/4/2021,38.834,1.455
Sulawesi Tengah,Sulawesi Tengah,3/4/2021,3/4/2021,16.41,0.314
Sulawesi Tenggara,Sulawesi Tenggara,3/4/2021,3/4/2021,13.946,0.668
Sulawesi Utara,Sulawesi Utara,3/4/2021,3/4/2021,16.512,0.425
Sumatera Barat,Sumatera Barat,3/4/2021,3/4/2021,21.267,1.536
Sumatera Selatan,Sumatera Selatan,3/4/2021,3/4/2021,33.403,0.87
Sumatera Utara,Sumatera Utara,3/4/2021,3/4/2021,52.517,2.548
Yogyakarta,Yogyakarta,3/4/2021,3/4/2021,31.196,0.205
Aceh,Aceh,3/5/2021,3/5/2021,33.89,1.471
Bali,Bali,3/5/2021,3/5/2021,34.462,0.249
Bangka Belitung,Bangka Belitung,3/5/2021,3/5/2021,9.165,0.116
Banten,Banten,3/5/2021,3/5/2021,35.398,0.163
Bengkulu,Bengkulu,3/5/2021,3/5/2021,9.901,0.212
Gorontalo,Gorontalo,3/5/2021,3/5/2021,5.585,0.203
Jakarta Raya,Jakarta Raya,3/5/2021,3/5/2021,97.182,1.963
Jambi,Jambi,3/5/2021,3/5/2021,16.84,0.329
Jawa Barat,Jawa Barat,3/5/2021,3/5/2021,143.034,1.539
Jawa Tengah,Jawa Tengah,3/5/2021,3/5/2021,142.723,1.553
Jawa Timur,Jawa Timur,3/5/2021,3/5/2021,171.011,0.576
Kalimantan Barat,Kalimantan Barat,3/5/2021,3/5/2021,21.783,0.413
Kalimantan Selatan,Kalimantan Selatan,3/5/2021,3/5/2021,18.984,0.44
Kalimantan Tengah,Kalimantan Tengah,3/5/2021,3/5/2021,16.76,0.326
Kalimantan Timur,Kalimantan Timur,3/5/2021,3/5/2021,24.083,0.151
Kalimantan Utara,Kalimantan Utara,3/5/2021,3/5/2021,5.288,0.137
Lampung,Lampung,3/5/2021,3/5/2021,28.289,0.352
Maluku,Maluku,3/5/2021,3/5/2021,8.003,0.283
Maluku Utara,Maluku Utara,3/5/2021,3/5/2021,5.405,0.227
Nusa Tenggara Barat,Nusa Tenggara Barat,3/5/2021,3/5/2021,20.268,0.418
Nusa Tenggara Timur,Nusa Tenggara Timur,3/5/2021,3/5/2021,26.512,0.433
Papua,Papua,3/5/2021,3/5/2021,8.962,0.646
Papua Barat,Papua Barat,3/5/2021,3/5/2021,6.03,0.074
Riau,Kepulauan Riau,3/5/2021,3/5/2021,12.925,0.145
Riau,Riau,3/5/2021,3/5/2021,26.021,0.635
Sulawesi Barat,Sulawesi Barat,3/5/2021,3/5/2021,5.543,0.154
Sulawesi Selatan,Sulawesi Selatan,3/5/2021,3/5/2021,40.006,1.172
Sulawesi Tengah,Sulawesi Tengah,3/5/2021,3/5/2021,16.687,0.277
Sulawesi Tenggara,Sulawesi Tenggara,3/5/2021,3/5/2021,14.6,0.654
Sulawesi Utara,Sulawesi Utara,3/5/2021,3/5/2021,16.91,0.398
Sumatera Barat,Sumatera Barat,3/5/2021,3/5/2021,22.022,0.755
Sumatera Selatan,Sumatera Selatan,3/5/2021,3/5/2021,34.091,0.688
Sumatera Utara,Sumatera Utara,3/5/2021,3/5/2021,54.305,1.788
Yogyakarta,Yogyakarta,3/5/2021,3/5/2021,31.292,0.096
Aceh,Aceh,3/6/2021,3/6/2021,34.216,0.326
Bali,Bali,3/6/2021,3/6/2021,34.628,0.166
Bangka Belitung,Bangka Belitung,3/6/2021,3/6/2021,9.226,0.061
Banten,Banten,3/6/2021,3/6/2021,35.446,0.048
Bengkulu,Bengkulu,3/6/2021,3/6/2021,10.04,0.139
Gorontalo,Gorontalo,3/6/2021,3/6/2021,5.642,0.057
Jakarta Raya,Jakarta Raya,3/6/2021,3/6/2021,98.181,0.999
Jambi,Jambi,3/6/2021,3/6/2021,17.261,0.421
Jawa Barat,Jawa Barat,3/6/2021,3/6/2021,144.053,1.019
Jawa Tengah,Jawa Tengah,3/6/2021,3/6/2021,144.174,1.451
Jawa Timur,Jawa Timur,3/6/2021,3/6/2021,171.432,0.421
Kalimantan Barat,Kalimantan Barat,3/6/2021,3/6/2021,21.923,0.14
Kalimantan Selatan,Kalimantan Selatan,3/6/2021,3/6/2021,19.499,0.515
Kalimantan Tengah,Kalimantan Tengah,3/6/2021,3/6/2021,16.968,0.208
Kalimantan Timur,Kalimantan Timur,3/6/2021,3/6/2021,24.23,0.147
Kalimantan Utara,Kalimantan Utara,3/6/2021,3/6/2021,5.349,0.061
Lampung,Lampung,3/6/2021,3/6/2021,28.407,0.118
Maluku,Maluku,3/6/2021,3/6/2021,8.131,0.128
Maluku Utara,Maluku Utara,3/6/2021,3/6/2021,5.613,0.208
Nusa Tenggara Barat,Nusa Tenggara Barat,3/6/2021,3/6/2021,20.644,0.376
Nusa Tenggara Timur,Nusa Tenggara Timur,3/6/2021,3/6/2021,26.918,0.406
Papua,Papua,3/6/2021,3/6/2021,9.375,0.413
Papua Barat,Papua Barat,3/6/2021,3/6/2021,6.122,0.092
Riau,Kepulauan Riau,3/6/2021,3/6/2021,12.969,0.044
Riau,Riau,3/6/2021,3/6/2021,26.408,0.387
Sulawesi Barat,Sulawesi Barat,3/6/2021,3/6/2021,5.82,0.277
Sulawesi Selatan,Sulawesi Selatan,3/6/2021,3/6/2021,40.998,0.992
Sulawesi Tengah,Sulawesi Tengah,3/6/2021,3/6/2021,16.908,0.221
Sulawesi Tenggara,Sulawesi Tenggara,3/6/2021,3/6/2021,14.869,0.269
Sulawesi Utara,Sulawesi Utara,3/6/2021,3/6/2021,16.986,0.076
Sumatera Barat,Sumatera Barat,3/6/2021,3/6/2021,22.733,0.711
Sumatera Selatan,Sumatera Selatan,3/6/2021,3/6/2021,34.4,0.309
Sumatera Utara,Sumatera Utara,3/6/2021,3/6/2021,54.991,0.686
Yogyakarta,Yogyakarta,3/6/2021,3/6/2021,31.857,0.565
Aceh,Aceh,3/7/2021,3/7/2021,34.345,0.129
Bali,Bali,3/7/2021,3/7/2021,34.638,0.01
Bangka Belitung,Bangka Belitung,3/7/2021,3/7/2021,9.227,0.001
Banten,Banten,3/7/2021,3/7/2021,35.451,0.005
Bengkulu,Bengkulu,3/7/2021,3/7/2021,10.042,0.002
Gorontalo,Gorontalo,3/7/2021,3/7/2021,5.648,0.006
Jakarta Raya,Jakarta Raya,3/7/2021,3/7/2021,98.204,0.023
Jambi,Jambi,3/7/2021,3/7/2021,17.272,0.011
Jawa Barat,Jawa Barat,3/7/2021,3/7/2021,144.082,0.029
Jawa Tengah,Jawa Tengah,3/7/2021,3/7/2021,144.182,0.008
Jawa Timur,Jawa Timur,3/7/2021,3/7/2021,171.449,0.017
Kalimantan Barat,Kalimantan Barat,3/7/2021,3/7/2021,21.928,0.005
Kalimantan Selatan,Kalimantan Selatan,3/7/2021,3/7/2021,19.504,0.005
Kalimantan Tengah,Kalimantan Tengah,3/7/2021,3/7/2021,16.99,0.022
Kalimantan Timur,Kalimantan Timur,3/7/2021,3/7/2021,24.235,0.005
Kalimantan Utara,Kalimantan Utara,3/7/2021,3/7/2021,5.351,0.002
Lampung,Lampung,3/7/2021,3/7/2021,28.412,0.005
Maluku,Maluku,3/7/2021,3/7/2021,8.14,0.009
Maluku Utara,Maluku Utara,3/7/2021,3/7/2021,5.63,0.017
Nusa Tenggara Barat,Nusa Tenggara Barat,3/7/2021,3/7/2021,20.648,0.004
Nusa Tenggara Timur,Nusa Tenggara Timur,3/7/2021,3/7/2021,26.928,0.01
Papua,Papua,3/7/2021,3/7/2021,9.391,0.016
Papua Barat,Papua Barat,3/7/2021,3/7/2021,6.127,0.005
Riau,Kepulauan Riau,3/7/2021,3/7/2021,12.97,0.001
Riau,Riau,3/7/2021,3/7/2021,26.42,0.012
Sulawesi Barat,Sulawesi Barat,3/7/2021,3/7/2021,5.852,0.032
Sulawesi Selatan,Sulawesi Selatan,3/7/2021,3/7/2021,41.072,0.074
Sulawesi Tengah,Sulawesi Tengah,3/7/2021,3/7/2021,16.925,0.017
Sulawesi Tenggara,Sulawesi Tenggara,3/7/2021,3/7/2021,14.891,0.022
Sulawesi Utara,Sulawesi Utara,3/7/2021,3/7/2021,16.994,0.008
Sumatera Barat,Sumatera Barat,3/7/2021,3/7/2021,22.749,0.016
Sumatera Selatan,Sumatera Selatan,3/7/2021,3/7/2021,34.422,0.022
Sumatera Utara,Sumatera Utara,3/7/2021,3/7/2021,55.047,0.056
Yogyakarta,Yogyakarta,3/7/2021,3/7/2021,31.859,0.002
Aceh,Aceh,3/8/2021,3/8/2021,36.213,1.868
Bali,Bali,3/8/2021,3/8/2021,34.801,0.163
Bangka Belitung,Bangka Belitung,3/8/2021,3/8/2021,9.294,0.067
Banten,Banten,3/8/2021,3/8/2021,35.617,0.166
Bengkulu,Bengkulu,3/8/2021,3/8/2021,10.498,0.456
Gorontalo,Gorontalo,3/8/2021,3/8/2021,5.892,0.244
Jakarta Raya,Jakarta Raya,3/8/2021,3/8/2021,102.305,4.101
Jambi,Jambi,3/8/2021,3/8/2021,17.696,0.424
Jawa Barat,Jawa Barat,3/8/2021,3/8/2021,145.441,1.359
Jawa Tengah,Jawa Tengah,3/8/2021,3/8/2021,149.77,5.588
Jawa Timur,Jawa Timur,3/8/2021,3/8/2021,172.261,0.812
Kalimantan Barat,Kalimantan Barat,3/8/2021,3/8/2021,22.412,0.484
Kalimantan Selatan,Kalimantan Selatan,3/8/2021,3/8/2021,20.397,0.893
Kalimantan Tengah,Kalimantan Tengah,3/8/2021,3/8/2021,17.308,0.318
Kalimantan Timur,Kalimantan Timur,3/8/2021,3/8/2021,24.372,0.137
Kalimantan Utara,Kalimantan Utara,3/8/2021,3/8/2021,5.404,0.053
Lampung,Lampung,3/8/2021,3/8/2021,28.908,0.496
Maluku,Maluku,3/8/2021,3/8/2021,8.385,0.245
Maluku Utara,Maluku Utara,3/8/2021,3/8/2021,5.961,0.331
Nusa Tenggara Barat,Nusa Tenggara Barat,3/8/2021,3/8/2021,21.261,0.613
Nusa Tenggara Timur,Nusa Tenggara Timur,3/8/2021,3/8/2021,27.438,0.51
Papua,Papua,3/8/2021,3/8/2021,10.121,0.73
Papua Barat,Papua Barat,3/8/2021,3/8/2021,6.254,0.127
Riau,Kepulauan Riau,3/8/2021,3/8/2021,13.064,0.094
Riau,Riau,3/8/2021,3/8/2021,26.94,0.52
Sulawesi Barat,Sulawesi Barat,3/8/2021,3/8/2021,6.149,0.297
Sulawesi Selatan,Sulawesi Selatan,3/8/2021,3/8/2021,42.15,1.078
Sulawesi Tengah,Sulawesi Tengah,3/8/2021,3/8/2021,17.245,0.32
Sulawesi Tenggara,Sulawesi Tenggara,3/8/2021,3/8/2021,15.65,0.759
Sulawesi Utara,Sulawesi Utara,3/8/2021,3/8/2021,17.264,0.27
Sumatera Barat,Sumatera Barat,3/8/2021,3/8/2021,23.644,0.895
Sumatera Selatan,Sumatera Selatan,3/8/2021,3/8/2021,35.567,1.145
Sumatera Utara,Sumatera Utara,3/8/2021,3/8/2021,56.946,1.899
Yogyakarta,Yogyakarta,3/8/2021,3/8/2021,32.297,0.438
Aceh,Aceh,3/9/2021,3/9/2021,37.658,1.445
Bali,Bali,3/9/2021,3/9/2021,35.054,0.253
Bangka Belitung,Bangka Belitung,3/9/2021,3/9/2021,9.359,0.065
Banten,Banten,3/9/2021,3/9/2021,35.882,0.265
Bengkulu,Bengkulu,3/9/2021,3/9/2021,10.778,0.28
Gorontalo,Gorontalo,3/9/2021,3/9/2021,6.106,0.214
Jakarta Raya,Jakarta Raya,3/9/2021,3/9/2021,107.611,5.306
Jambi,Jambi,3/9/2021,3/9/2021,18.113,0.417
Jawa Barat,Jawa Barat,3/9/2021,3/9/2021,146.584,1.143
Jawa Tengah,Jawa Tengah,3/9/2021,3/9/2021,170.262,20.492
Jawa Timur,Jawa Timur,3/9/2021,3/9/2021,176.529,4.268
Kalimantan Barat,Kalimantan Barat,3/9/2021,3/9/2021,22.661,0.249
Kalimantan Selatan,Kalimantan Selatan,3/9/2021,3/9/2021,20.841,0.444
Kalimantan Tengah,Kalimantan Tengah,3/9/2021,3/9/2021,17.425,0.117
Kalimantan Timur,Kalimantan Timur,3/9/2021,3/9/2021,24.537,0.165
Kalimantan Utara,Kalimantan Utara,3/9/2021,3/9/2021,5.507,0.103
Lampung,Lampung,3/9/2021,3/9/2021,29.477,0.569
Maluku,Maluku,3/9/2021,3/9/2021,8.594,0.209
Maluku Utara,Maluku Utara,3/9/2021,3/9/2021,6.235,0.274
Nusa Tenggara Barat,Nusa Tenggara Barat,3/9/2021,3/9/2021,21.704,0.443
Nusa Tenggara Timur,Nusa Tenggara Timur,3/9/2021,3/9/2021,27.846,0.408
Papua,Papua,3/9/2021,3/9/2021,10.9,0.779
Papua Barat,Papua Barat,3/9/2021,3/9/2021,6.353,0.099
Riau,Kepulauan Riau,3/9/2021,3/9/2021,13.148,0.084
Riau,Riau,3/9/2021,3/9/2021,27.594,0.654
Sulawesi Barat,Sulawesi Barat,3/9/2021,3/9/2021,6.216,0.067
Sulawesi Selatan,Sulawesi Selatan,3/9/2021,3/9/2021,43.008,0.858
Sulawesi Tengah,Sulawesi Tengah,3/9/2021,3/9/2021,17.519,0.274
Sulawesi Tenggara,Sulawesi Tenggara,3/9/2021,3/9/2021,16.153,0.503
Sulawesi Utara,Sulawesi Utara,3/9/2021,3/9/2021,17.56,0.296
Sumatera Barat,Sumatera Barat,3/9/2021,3/9/2021,24.486,0.842
Sumatera Selatan,Sumatera Selatan,3/9/2021,3/9/2021,36.497,0.93
Sumatera Utara,Sumatera Utara,3/9/2021,3/9/2021,58.319,1.373
Yogyakarta,Yogyakarta,3/9/2021,3/9/2021,32.634,0.337
Aceh,Aceh,3/10/2021,3/10/2021,38.544,0.886
Bali,Bali,3/10/2021,3/10/2021,35.467,0.413
Bangka Belitung,Bangka Belitung,3/10/2021,3/10/2021,9.419,0.06
Banten,Banten,3/10/2021,3/10/2021,37.337,1.455
Bengkulu,Bengkulu,3/10/2021,3/10/2021,11.069,0.291
Gorontalo,Gorontalo,3/10/2021,3/10/2021,6.238,0.132
Jakarta Raya,Jakarta Raya,3/10/2021,3/10/2021,113.947,6.336
Jambi,Jambi,3/10/2021,3/10/2021,18.488,0.375
Jawa Barat,Jawa Barat,3/10/2021,3/10/2021,148.122,1.538
Jawa Tengah,Jawa Tengah,3/10/2021,3/10/2021,211.148,40.886
Jawa Timur,Jawa Timur,3/10/2021,3/10/2021,192.568,16.039
Kalimantan Barat,Kalimantan Barat,3/10/2021,3/10/2021,22.942,0.281
Kalimantan Selatan,Kalimantan Selatan,3/10/2021,3/10/2021,21.641,0.8
Kalimantan Tengah,Kalimantan Tengah,3/10/2021,3/10/2021,17.629,0.204
Kalimantan Timur,Kalimantan Timur,3/10/2021,3/10/2021,24.746,0.209
Kalimantan Utara,Kalimantan Utara,3/10/2021,3/10/2021,5.599,0.092
Lampung,Lampung,3/10/2021,3/10/2021,29.865,0.388
Maluku,Maluku,3/10/2021,3/10/2021,8.766,0.172
Maluku Utara,Maluku Utara,3/10/2021,3/10/2021,6.538,0.303
Nusa Tenggara Barat,Nusa Tenggara Barat,3/10/2021,3/10/2021,22.328,0.624
Nusa Tenggara Timur,Nusa Tenggara Timur,3/10/2021,3/10/2021,28.281,0.435
Papua,Papua,3/10/2021,3/10/2021,11.351,0.451
Papua Barat,Papua Barat,3/10/2021,3/10/2021,6.51,0.157
Riau,Kepulauan Riau,3/10/2021,3/10/2021,13.228,0.08
Riau,Riau,3/10/2021,3/10/2021,28.013,0.419
Sulawesi Barat,Sulawesi Barat,3/10/2021,3/10/2021,6.367,0.151
Sulawesi Selatan,Sulawesi Selatan,3/10/2021,3/10/2021,44.163,1.155
Sulawesi Tengah,Sulawesi Tengah,3/10/2021,3/10/2021,17.927,0.408
Sulawesi Tenggara,Sulawesi Tenggara,3/10/2021,3/10/2021,16.647,0.494
Sulawesi Utara,Sulawesi Utara,3/10/2021,3/10/2021,17.971,0.411
Sumatera Barat,Sumatera Barat,3/10/2021,3/10/2021,25.385,0.899
Sumatera Selatan,Sumatera Selatan,3/10/2021,3/10/2021,37.323,0.826
Sumatera Utara,Sumatera Utara,3/10/2021,3/10/2021,60.337,2.018
Yogyakarta,Yogyakarta,3/10/2021,3/10/2021,32.804,0.17
Aceh,Aceh,3/11/2021,3/11/2021,38.745,0.201
Bali,Bali,3/11/2021,3/11/2021,35.501,0.034
Bangka Belitung,Bangka Belitung,3/11/2021,3/11/2021,9.426,0.007
Banten,Banten,3/11/2021,3/11/2021,39.171,1.834
Bengkulu,Bengkulu,3/11/2021,3/11/2021,11.169,0.1
Gorontalo,Gorontalo,3/11/2021,3/11/2021,6.243,0.005
Jakarta Raya,Jakarta Raya,3/11/2021,3/11/2021,114.113,0.166
Jambi,Jambi,3/11/2021,3/11/2021,18.499,0.011
Jawa Barat,Jawa Barat,3/11/2021,3/11/2021,149.682,1.56
Jawa Tengah,Jawa Tengah,3/11/2021,3/11/2021,213.162,2.014
Jawa Timur,Jawa Timur,3/11/2021,3/11/2021,196.447,3.879
Kalimantan Barat,Kalimantan Barat,3/11/2021,3/11/2021,22.958,0.016
Kalimantan Selatan,Kalimantan Selatan,3/11/2021,3/11/2021,21.656,0.015
Kalimantan Tengah,Kalimantan Tengah,3/11/2021,3/11/2021,17.664,0.035
Kalimantan Timur,Kalimantan Timur,3/11/2021,3/11/2021,24.783,0.037
Kalimantan Utara,Kalimantan Utara,3/11/2021,3/11/2021,5.605,0.006
Lampung,Lampung,3/11/2021,3/11/2021,29.881,0.016
Maluku,Maluku,3/11/2021,3/11/2021,8.81,0.044
Maluku Utara,Maluku Utara,3/11/2021,3/11/2021,6.6,0.062
Nusa Tenggara Barat,Nusa Tenggara Barat,3/11/2021,3/11/2021,22.342,0.014
Nusa Tenggara Timur,Nusa Tenggara Timur,3/11/2021,3/11/2021,28.352,0.071
Papua,Papua,3/11/2021,3/11/2021,11.679,0.328
Papua Barat,Papua Barat,3/11/2021,3/11/2021,6.534,0.024
Riau,Kepulauan Riau,3/11/2021,3/11/2021,13.243,0.015
Riau,Riau,3/11/2021,3/11/2021,28.058,0.045
Sulawesi Barat,Sulawesi Barat,3/11/2021,3/11/2021,6.466,0.099
Sulawesi Selatan,Sulawesi Selatan,3/11/2021,3/11/2021,44.28,0.117
Sulawesi Tengah,Sulawesi Tengah,3/11/2021,3/11/2021,18.004,0.077
Sulawesi Tenggara,Sulawesi Tenggara,3/11/2021,3/11/2021,16.697,0.05
Sulawesi Utara,Sulawesi Utara,3/11/2021,3/11/2021,17.997,0.026
Sumatera Barat,Sumatera Barat,3/11/2021,3/11/2021,25.461,0.076
Sumatera Selatan,Sumatera Selatan,3/11/2021,3/11/2021,37.352,0.029
Sumatera Utara,Sumatera Utara,3/11/2021,3/11/2021,60.622,0.285
Yogyakarta,Yogyakarta,3/11/2021,3/11/2021,32.806,0.002
Aceh,Aceh,3/12/2021,3/12/2021,39.452,0.707
Bali,Bali,3/12/2021,3/12/2021,36.541,1.04
Bangka Belitung,Bangka Belitung,3/12/2021,3/12/2021,9.486,0.06
Banten,Banten,3/12/2021,3/12/2021,47.476,8.305
Bengkulu,Bengkulu,3/12/2021,3/12/2021,11.302,0.133
Gorontalo,Gorontalo,3/12/2021,3/12/2021,6.328,0.085
Jakarta Raya,Jakarta Raya,3/12/2021,3/12/2021,118.523,4.41
Jambi,Jambi,3/12/2021,3/12/2021,18.793,0.294
Jawa Barat,Jawa Barat,3/12/2021,3/12/2021,155.303,5.621
Jawa Tengah,Jawa Tengah,3/12/2021,3/12/2021,254.798,41.636
Jawa Timur,Jawa Timur,3/12/2021,3/12/2021,233.027,36.58
Kalimantan Barat,Kalimantan Barat,3/12/2021,3/12/2021,23.097,0.139
Kalimantan Selatan,Kalimantan Selatan,3/12/2021,3/12/2021,22.284,0.628
Kalimantan Tengah,Kalimantan Tengah,3/12/2021,3/12/2021,17.795,0.131
Kalimantan Timur,Kalimantan Timur,3/12/2021,3/12/2021,25.012,0.229
Kalimantan Utara,Kalimantan Utara,3/12/2021,3/12/2021,5.652,0.047
Lampung,Lampung,3/12/2021,3/12/2021,30.087,0.206
Maluku,Maluku,3/12/2021,3/12/2021,8.924,0.114
Maluku Utara,Maluku Utara,3/12/2021,3/12/2021,6.699,0.099
Nusa Tenggara Barat,Nusa Tenggara Barat,3/12/2021,3/12/2021,22.694,0.352
Nusa Tenggara Timur,Nusa Tenggara Timur,3/12/2021,3/12/2021,28.559,0.207
Papua,Papua,3/12/2021,3/12/2021,12.177,0.498
Papua Barat,Papua Barat,3/12/2021,3/12/2021,6.57,0.036
Riau,Kepulauan Riau,3/12/2021,3/12/2021,13.275,0.032
Riau,Riau,3/12/2021,3/12/2021,28.346,0.288
Sulawesi Barat,Sulawesi Barat,3/12/2021,3/12/2021,6.675,0.209
Sulawesi Selatan,Sulawesi Selatan,3/12/2021,3/12/2021,45.2,0.92
Sulawesi Tengah,Sulawesi Tengah,3/12/2021,3/12/2021,18.189,0.185
Sulawesi Tenggara,Sulawesi Tenggara,3/12/2021,3/12/2021,17.053,0.356
Sulawesi Utara,Sulawesi Utara,3/12/2021,3/12/2021,18.192,0.195
Sumatera Barat,Sumatera Barat,3/12/2021,3/12/2021,26.026,0.565
Sumatera Selatan,Sumatera Selatan,3/12/2021,3/12/2021,37.886,0.534
Sumatera Utara,Sumatera Utara,3/12/2021,3/12/2021,61.402,0.78
Yogyakarta,Yogyakarta,3/12/2021,3/12/2021,32.983,0.177
Aceh,Aceh,3/13/2021,3/13/2021,39.546,0.094
Bali,Bali,3/13/2021,3/13/2021,36.606,0.065
Bangka Belitung,Bangka Belitung,3/13/2021,3/13/2021,9.538,0.052
Banten,Banten,3/13/2021,3/13/2021,52.183,4.707
Bengkulu,Bengkulu,3/13/2021,3/13/2021,11.387,0.085
Gorontalo,Gorontalo,3/13/2021,3/13/2021,6.348,0.02
Jakarta Raya,Jakarta Raya,3/13/2021,3/13/2021,118.806,0.283
Jambi,Jambi,3/13/2021,3/13/2021,19.021,0.228
Jawa Barat,Jawa Barat,3/13/2021,3/13/2021,160.002,4.699
Jawa Tengah,Jawa Tengah,3/13/2021,3/13/2021,273.507,18.709
Jawa Timur,Jawa Timur,3/13/2021,3/13/2021,254.049,21.022
Kalimantan Barat,Kalimantan Barat,3/13/2021,3/13/2021,23.141,0.044
Kalimantan Selatan,Kalimantan Selatan,3/13/2021,3/13/2021,22.915,0.631
Kalimantan Tengah,Kalimantan Tengah,3/13/2021,3/13/2021,17.885,0.09
Kalimantan Timur,Kalimantan Timur,3/13/2021,3/13/2021,25.663,0.651
Kalimantan Utara,Kalimantan Utara,3/13/2021,3/13/2021,5.703,0.051
Lampung,Lampung,3/13/2021,3/13/2021,30.148,0.061
Maluku,Maluku,3/13/2021,3/13/2021,9.044,0.12
Maluku Utara,Maluku Utara,3/13/2021,3/13/2021,6.84,0.141
Nusa Tenggara Barat,Nusa Tenggara Barat,3/13/2021,3/13/2021,23.023,0.329
Nusa Tenggara Timur,Nusa Tenggara Timur,3/13/2021,3/13/2021,28.827,0.268
Papua,Papua,3/13/2021,3/13/2021,12.62,0.443
Papua Barat,Papua Barat,3/13/2021,3/13/2021,6.67,0.1
Riau,Kepulauan Riau,3/13/2021,3/13/2021,13.313,0.038
Riau,Riau,3/13/2021,3/13/2021,28.667,0.321
Sulawesi Barat,Sulawesi Barat,3/13/2021,3/13/2021,6.744,0.069
Sulawesi Selatan,Sulawesi Selatan,3/13/2021,3/13/2021,45.741,0.541
Sulawesi Tengah,Sulawesi Tengah,3/13/2021,3/13/2021,18.574,0.385
Sulawesi Tenggara,Sulawesi Tenggara,3/13/2021,3/13/2021,17.2,0.147
Sulawesi Utara,Sulawesi Utara,3/13/2021,3/13/2021,18.249,0.057
Sumatera Barat,Sumatera Barat,3/13/2021,3/13/2021,26.464,0.438
Sumatera Selatan,Sumatera Selatan,3/13/2021,3/13/2021,38.088,0.202
Sumatera Utara,Sumatera Utara,3/13/2021,3/13/2021,62.088,0.686
Yogyakarta,Yogyakarta,3/13/2021,3/13/2021,33.219,0.236
Aceh,Aceh,3/14/2021,3/14/2021,39.552,0.006
Bali,Bali,3/14/2021,3/14/2021,36.622,0.016
Banten,Banten,3/14/2021,3/14/2021,52.195,0.012
Gorontalo,Gorontalo,3/14/2021,3/14/2021,6.35,0.002
