Provinsi,Tanggal,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
Nusa Tenggara Timur,3/25/2021,80.652,3.7
Nusa Tenggara Timur,3/26/2021,85.193,4.541
Nusa Tenggara Timur,3/27/2021,87.825,2.632
Nusa Tenggara Timur,3/28/2021,87.829,0.004
Nusa Tenggara Timur,3/29/2021,90.086,2.257
Nusa Tenggara Timur,3/30/2021,91.699,1.613
Nusa Tenggara Timur,3/31/2021,93.383,1.684
Nusa Tenggara Timur,4/1/2021,94.337,0.954
Nusa Tenggara Timur,4/2/2021,94.365,0.028
Nusa Tenggara Timur,4/3/2021,95.012,0.647
Nusa Tenggara Timur,4/4/2021,95.031,0.019
Nusa Tenggara Timur,4/5/2021,95.532,0.501
Nusa Tenggara Timur,4/6/2021,97.249,1.717
Nusa Tenggara Timur,4/7/2021,98.762,1.513
Nusa Tenggara Timur,4/8/2021,99.597,0.835
Nusa Tenggara Timur,4/9/2021,100.475,0.878
Nusa Tenggara Timur,4/10/2021,101.332,0.857
Nusa Tenggara Timur,4/11/2021,101.342,0.01
Nusa Tenggara Timur,4/12/2021,102.26,0.918
Nusa Tenggara Timur,4/13/2021,103.247,0.987
Nusa Tenggara Timur,4/14/2021,104.792,1.545
Nusa Tenggara Timur,4/15/2021,105.911,1.119
Nusa Tenggara Timur,4/16/2021,107.373,1.462
Nusa Tenggara Timur,4/17/2021,108.628,1.255
Nusa Tenggara Timur,4/18/2021,108.684,0.056
Nusa Tenggara Timur,4/19/2021,110.31,1.626
Nusa Tenggara Timur,4/20/2021,113.217,2.907
Nusa Tenggara Timur,4/21/2021,116.923,3.706
Nusa Tenggara Timur,4/22/2021,120.855,3.932
Nusa Tenggara Timur,4/23/2021,125.271,4.416
Nusa Tenggara Timur,4/24/2021,129.067,3.796
Nusa Tenggara Timur,4/25/2021,129.803,0.736
Nusa Tenggara Timur,4/26/2021,135.641,5.838
Nusa Tenggara Timur,4/27/2021,145.077,9.436
Nusa Tenggara Timur,4/28/2021,156.053,10.976
Nusa Tenggara Timur,4/29/2021,167.788,11.735
Nusa Tenggara Timur,4/30/2021,175.531,7.743
Nusa Tenggara Timur,5/1/2021,176.971,1.44
Nusa Tenggara Timur,5/2/2021,177.321,0.35
Nusa Tenggara Timur,5/3/2021,182.555,5.234
Nusa Tenggara Timur,5/4/2021,187.494,4.939
Nusa Tenggara Timur,5/5/2021,191.293,3.799
Nusa Tenggara Timur,5/6/2021,195.104,3.811
Nusa Tenggara Timur,5/7/2021,197.354,2.25
Nusa Tenggara Timur,5/8/2021,199.539,2.185
Nusa Tenggara Timur,5/9/2021,199.624,0.085
Nusa Tenggara Timur,5/10/2021,202.821,3.197
Nusa Tenggara Timur,5/11/2021,206.88,4.059
Nusa Tenggara Timur,5/12/2021,207.855,0.975
Nusa Tenggara Timur,5/13/2021,207.971,0.116
Nusa Tenggara Timur,5/14/2021,208.047,0.076
Nusa Tenggara Timur,5/15/2021,208.373,0.326
Nusa Tenggara Timur,5/16/2021,208.559,0.186
Nusa Tenggara Timur,5/17/2021,210.059,1.5
Nusa Tenggara Timur,5/18/2021,212.583,2.524
Nusa Tenggara Timur,5/19/2021,214.853,2.27
Nusa Tenggara Timur,5/20/2021,217.81,2.957
Nusa Tenggara Timur,5/21/2021,220.33,2.52
Nusa Tenggara Timur,5/22/2021,221.751,1.421
Nusa Tenggara Timur,5/23/2021,221.803,0.052
Nusa Tenggara Timur,5/24/2021,225.036,3.233
Nusa Tenggara Timur,5/25/2021,231.626,6.59
Nusa Tenggara Timur,5/26/2021,232.218,0.592
Nusa Tenggara Timur,5/27/2021,239.323,7.105
Nusa Tenggara Timur,5/28/2021,244.618,5.295
Nusa Tenggara Timur,5/29/2021,247.544,2.926
Nusa Tenggara Timur,5/30/2021,247.596,0.052
Nusa Tenggara Timur,5/31/2021,250.598,3.002
Nusa Tenggara Timur,6/1/2021,251.015,0.417
Nusa Tenggara Timur,6/2/2021,254.856,3.841
Nusa Tenggara Timur,6/3/2021,258.607,3.751
Nusa Tenggara Timur,6/4/2021,261.1,2.493
Nusa Tenggara Timur,6/5/2021,263.611,2.511
Nusa Tenggara Timur,6/6/2021,263.707,0.096
Nusa Tenggara Timur,6/7/2021,266.411,2.704
Nusa Tenggara Timur,6/8/2021,269.251,2.84
Nusa Tenggara Timur,6/9/2021,272.355,3.104
Nusa Tenggara Timur,6/10/2021,275.424,3.069
Nusa Tenggara Timur,6/11/2021,278.899,3.475
Nusa Tenggara Timur,6/12/2021,281.913,3.014
Nusa Tenggara Timur,6/13/2021,282.244,0.331
Nusa Tenggara Timur,6/14/2021,286.332,4.088
Nusa Tenggara Timur,6/15/2021,291.548,5.216
Nusa Tenggara Timur,6/16/2021,298.59,7.042
Nusa Tenggara Timur,6/17/2021,305.13,6.54
Nusa Tenggara Timur,6/18/2021,311.29,6.16
Nusa Tenggara Timur,6/19/2021,317.601,6.311
Nusa Tenggara Timur,6/20/2021,317.918,0.317
Nusa Tenggara Timur,6/21/2021,321.262,3.344
Nusa Tenggara Timur,6/22/2021,325.723,4.461
Nusa Tenggara Timur,6/23/2021,331.322,5.599
Nusa Tenggara Timur,6/24/2021,335.228,3.906
Nusa Tenggara Timur,6/25/2021,339.907,4.679
Nusa Tenggara Timur,6/26/2021,362.97,23.063
Nusa Tenggara Timur,6/27/2021,364.602,1.632
Nusa Tenggara Timur,6/28/2021,370.784,6.182
Nusa Tenggara Timur,6/29/2021,382.211,11.427
Nusa Tenggara Timur,6/30/2021,390.887,8.676
Nusa Tenggara Timur,7/1/2021,399.298,8.411
Nusa Tenggara Timur,7/2/2021,406.956,7.658
Nusa Tenggara Timur,7/3/2021,413.342,6.386
Nusa Tenggara Timur,7/4/2021,415.215,1.873
Nusa Tenggara Timur,7/5/2021,424.394,9.179
Nusa Tenggara Timur,7/6/2021,433.949,9.555
Nusa Tenggara Timur,7/7/2021,440.797,6.848
Nusa Tenggara Timur,7/8/2021,448.646,7.849
Nusa Tenggara Timur,7/9/2021,455.017,6.371
Nusa Tenggara Timur,7/10/2021,461.873,6.856
Nusa Tenggara Timur,7/11/2021,464.387,2.514
Nusa Tenggara Timur,7/12/2021,472,7.613
Nusa Tenggara Timur,7/13/2021,477.705,5.705
Nusa Tenggara Timur,7/14/2021,483.64,5.935
Papua,1/14/2021,0.001,0.001
Papua,1/15/2021,0.013,0.012
Papua,1/16/2021,0.026,0.013
Papua,1/18/2021,0.11,0.084
Papua,1/19/2021,0.189,0.079
Papua,1/20/2021,0.269,0.08
Papua,1/21/2021,0.409,0.14
Papua,1/22/2021,0.563,0.154
Papua,1/23/2021,0.693,0.13
Papua,1/24/2021,0.737,0.044
Papua,1/25/2021,0.872,0.135
Papua,1/26/2021,1.034,0.162
Papua,1/27/2021,1.238,0.204
Papua,1/28/2021,1.525,0.287
Papua,1/29/2021,1.885,0.36
Papua,1/30/2021,2.166,0.281
Papua,2/1/2021,2.347,0.181
Papua,2/2/2021,2.633,0.286
Papua,2/3/2021,2.837,0.204
Papua,2/4/2021,3.24,0.403
Papua,2/5/2021,3.476,0.236
Papua,2/6/2021,3.641,0.165
Papua,2/7/2021,3.688,0.047
Papua,2/8/2021,4.397,0.709
Papua,2/9/2021,4.974,0.577
Papua,2/10/2021,5.561,0.587
Papua,2/11/2021,6.393,0.832
Papua,2/12/2021,6.555,0.162
Papua,2/13/2021,6.907,0.352
Papua,2/14/2021,6.932,0.025
Papua,2/15/2021,7.307,0.375
Papua,2/16/2021,8.277,0.97
Papua,2/17/2021,9.07,0.793
Papua,2/18/2021,9.978,0.908
Papua,2/19/2021,10.717,0.739
Papua,2/20/2021,11.176,0.459
Papua,2/21/2021,11.181,0.005
Papua,2/22/2021,11.885,0.704
Papua,2/23/2021,12.651,0.766
Papua,2/24/2021,13.05,0.399
Papua,2/25/2021,13.759,0.709
Papua,2/26/2021,14.351,0.592
Papua,2/27/2021,14.802,0.451
Papua,2/28/2021,14.815,0.013
Papua,3/1/2021,15.121,0.306
Papua,3/2/2021,15.725,0.604
Papua,3/3/2021,16.119,0.394
Papua,3/4/2021,16.57,0.451
Papua,3/5/2021,17.136,0.566
Papua,3/6/2021,17.497,0.361
Papua,3/7/2021,17.529,0.032
Papua,3/8/2021,19.415,1.886
Papua,3/9/2021,22.358,2.943
Papua,3/10/2021,25.826,3.468
Papua,3/11/2021,26.564,0.738
Papua,3/12/2021,29.793,3.229
Papua,3/13/2021,32.095,2.302
Papua,3/14/2021,32.156,0.061
Papua,3/15/2021,34.832,2.676
Papua,3/16/2021,38.395,3.563
Papua,3/17/2021,41.597,3.202
Papua,3/18/2021,45.771,4.174
Papua,3/19/2021,49.601,3.83
Papua,3/20/2021,53.354,3.753
Papua,3/21/2021,53.601,0.247
Papua,3/22/2021,56.427,2.826
Papua,3/23/2021,59.763,3.336
Papua,3/24/2021,63.266,3.503
Papua,3/25/2021,68.449,5.183
Papua,3/26/2021,72.609,4.16
Papua,3/27/2021,76.794,4.185
Papua,3/28/2021,77.345,0.551
Papua,3/29/2021,80.663,3.318
Papua,3/30/2021,84.057,3.394
Papua,3/31/2021,86.693,2.636
Papua,4/1/2021,88.81,2.117
Papua,4/2/2021,88.846,0.036
Papua,4/3/2021,89.646,0.8
Papua,4/4/2021,89.698,0.052
Papua,4/5/2021,89.963,0.265
Papua,4/6/2021,92.369,2.406
Papua,4/7/2021,96.101,3.732
Papua,4/8/2021,100.729,4.628
Papua,4/9/2021,102.484,1.755
Papua,4/10/2021,103.635,1.151
Papua,4/11/2021,103.707,0.072
Papua,4/12/2021,105.929,2.222
Papua,4/13/2021,107.357,1.428
Papua,4/14/2021,108.08,0.723
Papua,4/15/2021,109.279,1.199
Papua,4/16/2021,110.565,1.286
Papua,4/17/2021,111.45,0.885
Papua,4/18/2021,111.995,0.545
Papua,4/19/2021,113.303,1.308
Papua,4/20/2021,114.505,1.202
Papua,4/21/2021,116.175,1.67
Papua,4/22/2021,117.724,1.549
Papua,4/23/2021,118.621,0.897
Papua,4/24/2021,119.848,1.227
Papua,4/25/2021,119.911,0.063
Papua,4/26/2021,121.019,1.108
Papua,4/27/2021,122.264,1.245
Papua,4/28/2021,123.451,1.187
Papua,4/29/2021,124.585,1.134
Papua,4/30/2021,125.583,0.998
Papua,5/1/2021,126.547,0.964
Papua,5/2/2021,126.547,0
Papua,5/3/2021,126.918,0.371
Papua,5/4/2021,127.509,0.591
Papua,5/5/2021,128.04,0.531
Papua,5/6/2021,128.686,0.646
Papua,5/7/2021,129.041,0.355
Papua,5/8/2021,129.55,0.509
Papua,5/9/2021,129.553,0.003
Papua,5/10/2021,129.886,0.333
Papua,5/11/2021,130.213,0.327
Papua,5/12/2021,130.291,0.078
Papua,5/13/2021,130.298,0.007
Papua,5/14/2021,130.303,0.005
Papua,5/15/2021,130.471,0.168
Papua,5/16/2021,130.502,0.031
Papua,5/17/2021,130.724,0.222
Papua,5/18/2021,131.218,0.494
Papua,5/19/2021,131.74,0.522
Papua,5/20/2021,132.355,0.615
Papua,5/21/2021,133.473,1.118
Papua,5/22/2021,135.099,1.626
Papua,5/23/2021,135.122,0.023
Papua,5/24/2021,135.685,0.563
Papua,5/25/2021,137.329,1.644
Papua,5/26/2021,137.578,0.249
Papua,5/27/2021,138.871,1.293
Papua,5/28/2021,140.356,1.485
Papua,5/29/2021,141.743,1.387
Papua,5/30/2021,141.818,0.075
Papua,5/31/2021,143.165,1.347
Papua,6/1/2021,143.34,0.175
Papua,6/2/2021,144.605,1.265
Papua,6/3/2021,146.012,1.407
Papua,6/4/2021,147.153,1.141
Papua,6/5/2021,148.534,1.381
Papua,6/6/2021,148.624,0.09
Papua,6/7/2021,149.889,1.265
Papua,6/8/2021,150.914,1.025
Papua,6/9/2021,152.217,1.303
Papua,6/10/2021,153.691,1.474
Papua,6/11/2021,155.323,1.632
Papua,6/12/2021,156.382,1.059
Papua,6/13/2021,156.533,0.151
Papua,6/14/2021,157.94,1.407
Papua,6/15/2021,159.525,1.585
Papua,6/16/2021,161.8,2.275
Papua,6/17/2021,163.374,1.574
Papua,6/18/2021,164.933,1.559
Papua,6/19/2021,166.362,1.429
Papua,6/20/2021,166.543,0.181
Papua,6/21/2021,168.067,1.524
Papua,6/22/2021,169.959,1.892
Papua,6/23/2021,171.66,1.701
Papua,6/24/2021,173.829,2.169
Papua,6/25/2021,176.001,2.172
Papua,6/26/2021,185.725,9.724
Papua,6/27/2021,186.245,0.52
Papua,6/28/2021,189.757,3.512
Papua,6/29/2021,193.93,4.173
Papua,6/30/2021,198.677,4.747
Papua,7/1/2021,203.641,4.964
Papua,7/2/2021,207.955,4.314
Papua,7/3/2021,217.415,9.46
Papua,7/4/2021,220.158,2.743
Papua,7/5/2021,228.924,8.766
Papua,7/6/2021,242.08,13.156
Papua,7/7/2021,253.778,11.698
Papua,7/8/2021,266.363,12.585
Papua,7/9/2021,277.056,10.693
Papua,7/10/2021,283.972,6.916
Papua,7/11/2021,284.511,0.539
Papua,7/12/2021,291.492,6.981
Papua,7/13/2021,298.886,7.394
Papua,7/14/2021,304.362,5.476
Papua Barat,1/14/2021,0.006,0.006
Papua Barat,1/15/2021,0.029,0.023
Papua Barat,1/17/2021,0.029,0
Papua Barat,1/18/2021,0.105,0.076
Papua Barat,1/19/2021,0.153,0.048
Papua Barat,1/20/2021,0.266,0.113
Papua Barat,1/21/2021,0.484,0.218
Papua Barat,1/22/2021,0.599,0.115
Papua Barat,1/23/2021,0.706,0.107
Papua Barat,1/25/2021,0.935,0.229
Papua Barat,1/26/2021,0.961,0.026
Papua Barat,1/27/2021,1.022,0.061
Papua Barat,1/28/2021,1.08,0.058
Papua Barat,1/29/2021,1.132,0.052
Papua Barat,1/30/2021,1.158,0.026
Papua Barat,1/31/2021,1.159,0.001
Papua Barat,2/1/2021,1.435,0.276
Papua Barat,2/2/2021,1.746,0.311
Papua Barat,2/3/2021,2.021,0.275
Papua Barat,2/4/2021,2.671,0.65
Papua Barat,2/5/2021,2.71,0.039
Papua Barat,2/6/2021,3.19,0.48
Papua Barat,2/7/2021,3.195,0.005
Papua Barat,2/8/2021,3.882,0.687
Papua Barat,2/9/2021,4.426,0.544
Papua Barat,2/10/2021,5.001,0.575
Papua Barat,2/11/2021,5.344,0.343
Papua Barat,2/12/2021,5.415,0.071
Papua Barat,2/13/2021,5.782,0.367
Papua Barat,2/14/2021,5.81,0.028
Papua Barat,2/15/2021,6.087,0.277
Papua Barat,2/16/2021,6.282,0.195
Papua Barat,2/17/2021,6.422,0.14
Papua Barat,2/18/2021,6.722,0.3
Papua Barat,2/19/2021,6.773,0.051
Papua Barat,2/20/2021,6.878,0.105
Papua Barat,2/22/2021,7.032,0.154
Papua Barat,2/23/2021,7.151,0.119
Papua Barat,2/24/2021,7.31,0.159
Papua Barat,2/25/2021,7.393,0.083
Papua Barat,2/26/2021,7.428,0.035
Papua Barat,2/27/2021,7.542,0.114
Papua Barat,2/28/2021,7.547,0.005
Papua Barat,3/1/2021,7.628,0.081
Papua Barat,3/2/2021,7.718,0.09
Papua Barat,3/3/2021,9.416,1.698
Papua Barat,3/4/2021,10.779,1.363
Papua Barat,3/5/2021,11.917,1.138
Papua Barat,3/6/2021,12.167,0.25
Papua Barat,3/7/2021,12.173,0.006
Papua Barat,3/8/2021,12.982,0.809
Papua Barat,3/9/2021,13.617,0.635
Papua Barat,3/10/2021,14.232,0.615
Papua Barat,3/11/2021,14.254,0.022
Papua Barat,3/12/2021,14.405,0.151
Papua Barat,3/13/2021,14.641,0.236
Papua Barat,3/14/2021,14.642,0.001
Papua Barat,3/15/2021,14.927,0.285
Papua Barat,3/16/2021,15.139,0.212
Papua Barat,3/17/2021,15.281,0.142
Papua Barat,3/18/2021,15.584,0.303
Papua Barat,3/19/2021,15.93,0.346
Papua Barat,3/20/2021,16.199,0.269
Papua Barat,3/21/2021,16.201,0.002
Papua Barat,3/22/2021,17.195,0.994
Papua Barat,3/23/2021,18.523,1.328
Papua Barat,3/24/2021,19.916,1.393
Papua Barat,3/25/2021,20.317,0.401
Papua Barat,3/26/2021,20.529,0.212
Papua Barat,3/27/2021,20.714,0.185
Papua Barat,3/28/2021,20.714,0
Papua Barat,3/29/2021,22.32,1.606
Papua Barat,3/30/2021,23.823,1.503
Papua Barat,3/31/2021,25.529,1.706
Papua Barat,4/1/2021,26.453,0.924
Papua Barat,4/2/2021,26.453,0
Papua Barat,4/3/2021,27.431,0.978
Papua Barat,4/4/2021,27.434,0.003
Papua Barat,4/5/2021,27.87,0.436
Papua Barat,4/6/2021,28.818,0.948
Papua Barat,4/7/2021,29.824,1.006
Papua Barat,4/8/2021,31.175,1.351
Papua Barat,4/9/2021,31.799,0.624
Papua Barat,4/10/2021,32.403,0.604
Papua Barat,4/11/2021,32.468,0.065
Papua Barat,4/12/2021,33.088,0.62
Papua Barat,4/13/2021,33.307,0.219
Papua Barat,4/14/2021,33.94,0.633
Papua Barat,4/15/2021,34.819,0.879
Papua Barat,4/16/2021,35.256,0.437
Papua Barat,4/17/2021,35.537,0.281
Papua Barat,4/18/2021,35.551,0.014
Papua Barat,4/19/2021,36.015,0.464
Papua Barat,4/20/2021,36.335,0.32
Papua Barat,4/21/2021,36.672,0.337
Papua Barat,4/22/2021,37.671,0.999
Papua Barat,4/23/2021,37.92,0.249
Papua Barat,4/24/2021,38.281,0.361
Papua Barat,4/25/2021,38.283,0.002
Papua Barat,4/26/2021,38.697,0.414
Papua Barat,4/27/2021,39.277,0.58
Papua Barat,4/28/2021,39.72,0.443
Papua Barat,4/29/2021,40.699,0.979
Papua Barat,4/30/2021,41.427,0.728
Papua Barat,5/1/2021,41.454,0.027
Papua Barat,5/2/2021,41.49,0.036
Papua Barat,5/3/2021,41.829,0.339
Papua Barat,5/4/2021,42.464,0.635
Papua Barat,5/5/2021,43.213,0.749
Papua Barat,5/6/2021,44.21,0.997
Papua Barat,5/7/2021,44.517,0.307
Papua Barat,5/8/2021,44.613,0.096
Papua Barat,5/9/2021,44.616,0.003
Papua Barat,5/10/2021,44.824,0.208
Papua Barat,5/11/2021,44.928,0.104
Papua Barat,5/12/2021,44.933,0.005
Papua Barat,5/14/2021,44.991,0.058
Papua Barat,5/15/2021,45.138,0.147
Papua Barat,5/16/2021,45.159,0.021
Papua Barat,5/17/2021,45.275,0.116
Papua Barat,5/18/2021,45.611,0.336
Papua Barat,5/19/2021,46.651,1.04
Papua Barat,5/20/2021,47.961,1.31
Papua Barat,5/21/2021,49.68,1.719
Papua Barat,5/22/2021,50.534,0.854
Papua Barat,5/23/2021,50.544,0.01
Papua Barat,5/24/2021,50.625,0.081
Papua Barat,5/25/2021,50.899,0.274
Papua Barat,5/26/2021,50.911,0.012
Papua Barat,5/27/2021,51.343,0.432
Papua Barat,5/28/2021,51.885,0.542
Papua Barat,5/29/2021,52.708,0.823
Papua Barat,5/30/2021,53.184,0.476
Papua Barat,5/31/2021,53.698,0.514
Papua Barat,6/1/2021,53.754,0.056
Papua Barat,6/2/2021,55.027,1.273
Papua Barat,6/3/2021,56.278,1.251
Papua Barat,6/4/2021,57.364,1.086
Papua Barat,6/5/2021,58.518,1.154
Papua Barat,6/6/2021,58.551,0.033
Papua Barat,6/7/2021,59.495,0.944
Papua Barat,6/8/2021,60.555,1.06
Papua Barat,6/9/2021,61.53,0.975
Papua Barat,6/10/2021,62.325,0.795
Papua Barat,6/11/2021,62.814,0.489
Papua Barat,6/12/2021,63.396,0.582
Papua Barat,6/13/2021,63.529,0.133
Papua Barat,6/14/2021,64.302,0.773
Papua Barat,6/15/2021,65.077,0.775
Papua Barat,6/16/2021,65.938,0.861
Papua Barat,6/17/2021,67.475,1.537
Papua Barat,6/18/2021,68.65,1.175
Papua Barat,6/19/2021,69.809,1.159
Papua Barat,6/20/2021,70.046,0.237
Papua Barat,6/21/2021,70.986,0.94
Papua Barat,6/22/2021,72.089,1.103
Papua Barat,6/23/2021,73.356,1.267
Papua Barat,6/24/2021,74.027,0.671
Papua Barat,6/25/2021,75.452,1.425
Papua Barat,6/26/2021,82.056,6.604
Papua Barat,6/27/2021,82.988,0.932
Papua Barat,6/28/2021,85.308,2.32
Papua Barat,6/29/2021,86.878,1.57
Papua Barat,6/30/2021,88.78,1.902
Papua Barat,7/1/2021,90.511,1.731
Papua Barat,7/2/2021,92.134,1.623
Papua Barat,7/3/2021,94.533,2.399
Papua Barat,7/4/2021,95.483,0.95
Papua Barat,7/5/2021,98.352,2.869
Papua Barat,7/6/2021,102.748,4.396
Papua Barat,7/7/2021,106.33,3.582
Papua Barat,7/8/2021,109.698,3.368
Papua Barat,7/9/2021,111.305,1.607
Papua Barat,7/10/2021,113.488,2.183
Papua Barat,7/11/2021,113.945,0.457
Papua Barat,7/12/2021,116.734,2.789
Papua Barat,7/13/2021,119.597,2.863
Papua Barat,7/14/2021,122.373,2.776
Riau,1/9/2021,0.001,0.001
Riau,1/13/2021,0.001,0
Riau,1/14/2021,0.054,0.053
Riau,1/15/2021,0.218,0.164
Riau,1/16/2021,0.298,0.08
Riau,1/17/2021,0.299,0.001
Riau,1/18/2021,0.525,0.226
Riau,1/19/2021,0.655,0.13
Riau,1/20/2021,0.989,0.334
Riau,1/21/2021,1.595,0.606
Riau,1/22/2021,2.177,0.582
Riau,1/23/2021,2.524,0.347
Riau,1/24/2021,2.524,0
Riau,1/25/2021,3.019,0.495
Riau,1/26/2021,3.616,0.597
Riau,1/27/2021,4.228,0.612
Riau,1/28/2021,4.893,0.665
Riau,1/29/2021,6.141,1.248
Riau,1/30/2021,7.039,0.898
Riau,1/31/2021,7.152,0.113
Riau,2/1/2021,9.314,2.162
Riau,2/2/2021,11.838,2.524
Riau,2/3/2021,13.789,1.951
Riau,2/4/2021,15.876,2.087
Riau,2/5/2021,17.767,1.891
Riau,2/6/2021,19.242,1.475
Riau,2/7/2021,19.775,0.533
Riau,2/8/2021,21.006,1.231
Riau,2/9/2021,22.332,1.326
Riau,2/10/2021,23.562,1.23
Riau,2/11/2021,24.293,0.731
Riau,2/12/2021,24.413,0.12
Riau,2/13/2021,24.856,0.443
Riau,2/14/2021,24.925,0.069
Riau,2/15/2021,25.833,0.908
Riau,2/16/2021,26.62,0.787
Riau,2/17/2021,27.438,0.818
Riau,2/18/2021,28.198,0.76
Riau,2/19/2021,28.877,0.679
Riau,2/20/2021,29.389,0.512
Riau,2/21/2021,29.427,0.038
Riau,2/22/2021,29.938,0.511
Riau,2/23/2021,30.319,0.381
Riau,2/24/2021,30.606,0.287
Riau,2/25/2021,30.805,0.199
Riau,2/26/2021,30.997,0.192
Riau,2/27/2021,31.323,0.326
Riau,2/28/2021,31.328,0.005
Riau,3/1/2021,33.257,1.929
Riau,3/2/2021,34.825,1.568
Riau,3/3/2021,37.062,2.237
Riau,3/4/2021,40.146,3.084
Riau,3/5/2021,42.247,2.101
Riau,3/6/2021,43.651,1.404
Riau,3/7/2021,43.656,0.005
Riau,3/8/2021,46.775,3.119
Riau,3/9/2021,51.574,4.799
Riau,3/10/2021,55.843,4.269
Riau,3/11/2021,56.082,0.239
Riau,3/12/2021,59.256,3.174
Riau,3/13/2021,60.715,1.459
Riau,3/14/2021,60.728,0.013
Riau,3/15/2021,63.319,2.591
Riau,3/16/2021,66.283,2.964
Riau,3/17/2021,68.637,2.354
Riau,3/18/2021,71.444,2.807
Riau,3/19/2021,74.117,2.673
Riau,3/20/2021,77.729,3.612
Riau,3/21/2021,77.836,0.107
Riau,3/22/2021,82.189,4.353
Riau,3/23/2021,89.225,7.036
Riau,3/24/2021,97.141,7.916
Riau,3/25/2021,106.954,9.813
Riau,3/26/2021,112.976,6.022
Riau,3/27/2021,116.488,3.512
Riau,3/28/2021,116.586,0.098
Riau,3/29/2021,122.918,6.332
Riau,3/30/2021,128.203,5.285
Riau,3/31/2021,133.976,5.773
Riau,4/1/2021,139.586,5.61
Riau,4/2/2021,139.845,0.259
Riau,4/3/2021,142.197,2.352
Riau,4/4/2021,142.218,0.021
Riau,4/5/2021,147.483,5.265
Riau,4/6/2021,153.577,6.094
Riau,4/7/2021,160.959,7.382
Riau,4/8/2021,168.6,7.641
Riau,4/9/2021,176.554,7.954
Riau,4/10/2021,180.551,3.997
Riau,4/11/2021,182.115,1.564
Riau,4/12/2021,185.015,2.9
Riau,4/13/2021,185.793,0.778
Riau,4/14/2021,186.411,0.618
Riau,4/15/2021,187.305,0.894
Riau,4/16/2021,187.993,0.688
Riau,4/17/2021,189.047,1.054
Riau,4/18/2021,189.259,0.212
Riau,4/19/2021,190.148,0.889
Riau,4/20/2021,191.259,1.111
Riau,4/21/2021,192.897,1.638
Riau,4/22/2021,194.144,1.247
Riau,4/23/2021,194.976,0.832
Riau,4/24/2021,195.846,0.87
Riau,4/25/2021,195.859,0.013
Riau,4/26/2021,197.155,1.296
Riau,4/27/2021,198.439,1.284
Riau,4/28/2021,200.062,1.623
Riau,4/29/2021,201.671,1.609
Riau,4/30/2021,202.725,1.054
Riau,5/1/2021,203.291,0.566
Riau,5/2/2021,203.707,0.416
Riau,5/3/2021,206.08,2.373
Riau,5/4/2021,208.333,2.253
Riau,5/5/2021,210.854,2.521
Riau,5/6/2021,213.433,2.579
Riau,5/7/2021,214.857,1.424
Riau,5/8/2021,218.003,3.146
Riau,5/9/2021,218.364,0.361
Riau,5/10/2021,219.797,1.433
Riau,5/11/2021,220.805,1.008
Riau,5/12/2021,221.335,0.53
Riau,5/13/2021,221.335,0
Riau,5/14/2021,221.414,0.079
Riau,5/15/2021,221.56,0.146
Riau,5/16/2021,221.582,0.022
Riau,5/17/2021,222.773,1.191
Riau,5/18/2021,226.149,3.376
Riau,5/19/2021,235.617,9.468
Riau,5/20/2021,253.566,17.949
Riau,5/21/2021,262.982,9.416
Riau,5/22/2021,274.962,11.98
Riau,5/23/2021,279.854,4.892
Riau,5/24/2021,294.467,14.613
Riau,5/25/2021,309.719,15.252
Riau,5/26/2021,311.389,1.67
Riau,5/27/2021,327.223,15.834
Riau,5/28/2021,338.64,11.417
Riau,5/29/2021,349.788,11.148
Riau,5/30/2021,352.523,2.735
Riau,5/31/2021,362.597,10.074
Riau,6/1/2021,368.238,5.641
Riau,6/2/2021,380.866,12.628
Riau,6/3/2021,396.384,15.518
Riau,6/4/2021,410.258,13.874
Riau,6/5/2021,424.032,13.774
Riau,6/6/2021,431.728,7.696
Riau,6/7/2021,450.228,18.5
Riau,6/8/2021,469.4,19.172
Riau,6/9/2021,488.822,19.422
Riau,6/10/2021,510.009,21.187
Riau,6/11/2021,525.334,15.325
Riau,6/12/2021,540.105,14.771
Riau,6/13/2021,546.228,6.123
Riau,6/14/2021,561.904,15.676
Riau,6/15/2021,573.587,11.683
Riau,6/16/2021,582.712,9.125
Riau,6/17/2021,590.199,7.487
Riau,6/18/2021,594.849,4.65
Riau,6/19/2021,596.934,2.085
Riau,6/20/2021,597.634,0.7
Riau,6/21/2021,601.174,3.54
Riau,6/22/2021,604.08,2.906
Riau,6/23/2021,606.108,2.028
Riau,6/24/2021,608.001,1.893
Riau,6/25/2021,608.845,0.844
Riau,6/26/2021,651.12,42.275
Riau,6/27/2021,662.256,11.136
Riau,6/28/2021,679.582,17.326
Riau,6/29/2021,694.235,14.653
Riau,6/30/2021,706.575,12.34
Riau,7/1/2021,719.293,12.718
Riau,7/2/2021,727.823,8.53
Riau,7/3/2021,737.141,9.318
Riau,7/4/2021,739.926,2.785
Riau,7/5/2021,750.191,10.265
Riau,7/6/2021,758.024,7.833
Riau,7/7/2021,768.393,10.369
Riau,7/8/2021,781.333,12.94
Riau,7/9/2021,792.259,10.926
Riau,7/10/2021,799.417,7.158
Riau,7/11/2021,801.35,1.933
Riau,7/12/2021,807.73,6.38
Riau,7/13/2021,812.452,4.722
Riau,7/14/2021,817.646,5.194
